Aboriginal descent|Aboriginal decent
are allowed to|are aloud to
are built|are build
are dominant|are dominate
are drawn|are drew
are its|are it's
are known as|are know as
are known by|are know by
are known for|are know for
are known to|are know to
are laid|are lain
are led by|are lead by
are loath to|are loathe to
are met|are meet
are renowned|are renown
are run by|are ran by
are set up|are set-up
are set up|are setup
are shut down|are shutdown
are shut out|are shutout
are supposed to|are suppose to
are used to|are use to
aren't|arn't
arguably|argubly
arguably|argueably
arguably|arguebly
argument|arguement
armament|armamant
armistice|armistace
arose|arised
around its|around it's
around|arond
around|aroud
around|arround
around|arund
arranged|aranged
arrangements|arrangments
arrangements|arrengements
arrangement|arangement
arrangement|arragement
arrangement|arrangment
arrangement|arrengement
arrange|arrage
arrival|arival
arrive|arive
art décoratif|art d[eé]coratif
art décoratif|art d[eé]corative
art décoratif|art decoratif
article|artical
article|artice
article|articel
article|artilce
artificially|artifically
artificially|artificialy
artificial|artifical
artillery|artillary
arête|ar[eê]te
arête|arete
as a result|as a resulted
as backup|as back up
as follows|as followed
as having|has having
as its|as it's
as opposed to|as apposed to
as opposed to|as oppose to
as simple as|a simple as
as the|asthe
as well|aswell
ascend|asend
ascertain|acertain
ascetic|asetic
aside from|aside form
aside its|aside it's
aside|asside
ask the|askt he
asks|askes
asphalt|ashphalt
asphyxiation|asphyxation
aspirations|asperations
assassinated|assasinated
assassinates|assasinates
assassinate|assasinate
assassinate|assinate
assassinate|assisnate
assassinations|assasinations
assassination|assasination
assassination|assassintation
assassination|assination
assassination|assosication
assassins|assasins
assassins|asssassans
assassin|assasin
assaulted|assualted
assault|assualt
assemble|assemple
assertion|assertation
assessment|assesment
assign|asign
assimilated|assimiliated
assimilate|asimilate
assistance|assisstance
assistance|assitance
assistant|assistent
assistant|assitant
assist|assit
associated|asociated
associated|assoicated
associates|assoicates
associate|asociate
associate|asscoiate
associate|assoicate
association|asociation
association|assocation
assume the reins|assume the reigns
assume the role|assume the roll
assume|assumme
assume|asume
asterisk|asterick
asterisk|asteriks
asteroid|asteriod
asymmetric|assymetric
asymmetry|assymetry
at its|at it's
at least|atleast
at the altar|at the alter
at the end|at then end
at the reins|at the reigns
at the|at he
at the|atthe
atheism|athiesm
atheistic|atheistical
atheist|athiest
athlete|athelete
athlete|athlethe
athlete|atlethe
athletic|atheletic
athletic|atheltic
atmosphere|athmosphere
atmosphere|atmospher
atmosphere|atomsphere
atone|attone
atrocities|attrocities
attach|attatch
attachés|attach[eé]s
attachés|attaches
attaché|attach[eé]
attaché|attache
attain|atain
attempted|attemped
attempted|attemted
attempting|attemting
attempts|attemts
attempt|atempt
attempt|attemp
attempt|attemt
attempt|attept
attendance|attendence
attendants|attendents
attendant|attendent
attended|attened
attended|attented
attend|attent
attention|atention
attention|attension
attention|attentioin
attitude|attitide
attorneys|attornies
attorney|atorney
attorney|attorny
attractions|atractions
attraction|attaction
attractive|attactive
attributed|atributed
attributed|attributred
attributes|atributes
attribute|atribute
audience|audeince
audience|audiance
aunt|ant
authoritative|authorative
authoritative|authoritive
authorities|authorites
authorities|authoritiers
authorities|authrorities
authority|authorithy
authority|autority
author|auther
author|autor
auto-da-fé|auto-da-f[eé]
auto-da-fé|auto-da-fe
autobiographic|authobiographic
autobiography|authobiography
autochthonous|autochtonous
autochthonous|autoctonous
automatically|automaticly
automobile|automibile
autonomous|automonomous
auxiliaries|auxillaries
auxiliaries|auxilliaries
auxiliary|auxilary
auxiliary|auxillary
auxiliary|auxilliary
availability|availablility
available|availabe
available|availaible
available|availalbe
available|availble
available|availiable
available|availible
available|avalable
available|avaliable
available|avalible
available|avialable
available|avilable
avalanche|avalance
averaged|averageed
average|averege
aviation|avation
award-winning|award winning
awarded|awared
awareness|awarness
away from|away form
away|awya
away|aywa
awesome|aweosme
awesome|awsome
awkward|akward
awoke|awaked
açaí|a[cç]a[ií]
back and forth|back and fourth
back and forth|back in forth
back-to-back|back to back
backdrop|back drop
backfire|back fire
backgrounds|backrounds
background|back round
background|backgorund
background|backround
backpedal|back peddle
backpedal|backpeddle
back|abck
back|bakc
back|bcak
badly affected|badly effected
badminton|badmiton
badminton|badmitton
bailed out|baled out
bailing out|baling out
bailout|baleout
balance|balence
balance|ballance
balk|bauk
ballast|ballest
bananas|banannas
banana|bannana
bandwidth|bandwith
bankruptcy|backruptcy
bankruptcy|bankrupcy
bankruptcy|banruptcy
barbecue|barbeque
barbed wire|barb wire
barbiturate|barbituate
barely|bearly
based in|based out of
based on|based off
based on|based off of
basic principle|basic principal
basically|basicaly
basically|basicly
bassist|basist
bated breath|baited breath
battalion|batallion
battleship|cattleship
be a part of|be apart of
be built|be build
be drawn|be drew
be its|be it's
be known as|be know as
be laid|be lain
be led by|be lead by
be loath to|be loathe to
be rebuilt|be rebuild
be ridden|be rode
be run|be ran
be sent|be send
be set up|be set-up
be set up|be setup
be shut down|be shutdown
be used to|be use to
beachhead|beachead
bear in mind|bare in mind
beautifully|beautifuly
beautiful|beatiful
beautiful|beautifull
beautiful|beautyfull
beautiful|beutiful
became its|became it's
became known|became know
became|bacame
became|beacame
became|becamae
became|becamed
became|becomed
because a|becausea
because of its|because of it's
because of|becauseof
because the|becausethe
because you|becauseyou
because|baceause
because|bceause
because|be cause
because|beacause
because|beacuse
because|becase
because|becasue
because|becaus
because|because of the fact that
because|beccause
because|becouse
because|becuase
because|becuse
because|due to the fact
because|on account of the fact that
because|owing to the fact that
become|becoe
becoming|becomeing
becoming|becomming
been accustomed to|been accustom to
been awhile|been a while
been built|been build
been its|been it's
been known|been know
been laid|been lain
been led by|been lead by
been loath to|been loathe to
been misled|been mislead
been rebuilt|been rebuild
been ridden|been rode
been run|been ran
been sent|been send
been set up|been set-up
been set up|been setup
been shown on|been show on
been shut down|been shutdown
been used to|been use to
been|beeen
before its|before it's
beforehand|before hand
before|bedore
before|befoer
before|befor
before|beofer
before|beofre
began its|began it's
beginners|begginers
beginner|begginer
beginnings|begginings
beginning|beggining
beginning|begginning
beginning|begining
beginning|beginining
beginning|beginnig
begins|beggins
behaviour|behavour
behind its|behind it's
being built|being build
being its|being it's
being laid|being lain
being led by|being lead by
being loath to|being loathe to
being ridden|being rode
being run|being ran
being set up|being set-up
being set up|being setup
being shown on|being show on
being shut down|being shutdown
being used to|being use to
being|beeing
being|beng
being|bieng
beleaguered|beleagured
belgium|beligum
belief|beleif
believable|believeable
believed|beleived
believed|belived
believer|beliver
believes|beleives
believe|beleave
believe|beleiev
believe|beleieve
believe|beleive
believe|belive
believing|beleiving
believing|beliving
belle époque|belle [eé]poque
belle époque|belle epoque
belligerent|belligerant
bellwether|bellweather
below its|below it's
bemusement|bemusemnt
benches|benchs
beneath its|beneath it's
beneficial|benefical
beneficial|benificial
beneficiary|beneficary
benefits|benifits
benefit|benifit
benefit|bennefit
bergamot|bergamont
berserk|beserk
beset|besetted
beside its|beside it's
besides its|besides it's
besieged|beseiged
besiege|beseige
besieging|beseiging
bestiality|beastiality
bestial|beastial
better known as|better know as
better known for|better know for
better than|better that
better than|better then
between her and|between she and
between him and|between he and
between its|between it's
between me and|between I and
between them and|between they and
between|beetween
between|beetwen
between|beteen
between|bettween
between|betweeen
between|betwen
between|bewteen
between|inbetween
between|vetween
beware|be ware
beyond its|beyond it's
be|bve
be|eb
bibliography|bilbliography
biceps|bicep
bilaterally|bilateraly
bilingualism|billingualism
binomial|binominal
bitten|biten
bit|bited
bizarre|bizzare
blamed|blaimed
blame|blaim
blasé|blas[eé]
blasé|blase
blatant|blatent
bled|bleeded
blessing|blessure
blossom|bloosom
blossom|blossem
boards|baords
board|baord
bodily|bodly
bodybuilder|bodydbuilder
bombardment|bombardement
bombardment|bombarment
bon appétit|bon app[eé]tit
bon appétit|bon appetit
bona fide|bonafied
bona fide|bonified
boolean|boolaen
boos|boo's
born in|originally born in
both its|both it's
both of its|both of it's
both of them are|both of them is
both of the|the both of the
both of whom|both of who
both the|the both the
bought|buyed
boundaries|boundries
boundary|bondary
boundary|boundry
bound|binded
boutonnière|boutonni[eè]re
boutonnière|boutonniere
boxes|boxs
boyfriend|boyfreind
boys' baseball|boy's baseball
boys' basketball|boy's basketball
boys' bathroom|boy's bathroom
boys' bowling|boy's bowling
boys' cross country|boy's cross country
boys' diving|boy's diving
boys' doubles|boy's doubles
boys' fencing|boy's fencing
boys' football|boy's football
boys' golf|boy's golf
boys' gymnastics|boy's gymnastics
boys' hockey|boy's hockey
boys' ice hockey|boy's ice hockey
boys' lacrosse|boy's lacrosse
boys' restroom|boy's restroom
boys' school|boy's school
boys' singles|boy's singles
boys' soccer|boy's soccer
boys' sports|boy's sports
boys' swimming|boy's swimming
boys' team|boy's team
boys' tennis|boy's tennis
boys' track|boy's track
boys' volleyball|boy's volleyball
boys' wrestling|boy's wrestling
boys'|boys's
boîte|bo[iî]te
boîte|boite
brackish|brakish
brassière|brassi[eè]re
brassière|brassiere
break away|brake away
breakdown|brakedown
breakthroughs|breakthroughts
breakthrough|breakthough
breathe a sigh of relief|breathe a sign of relief
breathe fire|breath fire
bred|breeded
brethren|brethen
brethren|bretheren
brethren|brethrens
bribery|bribary
bric-à-brac|bric-[aà]-brac
bric-à-brac|bric-a-brac
briefcase|breifcase
briefly|breifly
brief|breif
brilliance|brillance
brilliant|briliant
brilliant|brillant
brimstone|brimestone
broadcasting|broadacasting
broadcast|broacasted
broadcast|brodcast
broadly|broady
broke|borke
brought|brang
brought|bringed
brought|broght
brought|brung
brouhaha|brew haha
budget|buget
building|biulding
building|buiding
building|buidling
building|buildng
building|builiding
building|bulding
building|buliding
built-in|build-in
built|builded
bulletin|bulliten
buoyancy|bouyancy
buoyancy|buoancy
buoyant|bouyant
buoyant|boyant
buoy|bouy
bureaucracy|beaurocracy
bureaucratic|beaurocratic
bureaucrat|beaurocrat
bureau|bereau
burial|buriel
burial|burrial
buried|burried
burying|burrying
businesses|busineses
businessman|buisnessman
business|buisness
business|busines
business|busness
business|bussines
business|bussiness
but the|butthe
by fishermen|by fisherman
by its|by it's
by the|byt he
by whose|by who's
bypass|byepass
béchamel|b[eé]chamel
béchamel|bechamel
béguin|b[eé]guin
béguin|beguin
bête noire|b[eê]te noire
bête noire|bete noire
bêtise|b[eê]tise
bêtise|betise
cacophonous|cacaphonous
cacophony|cacaphony
cafetière|cafeti[eè]re
cafetière|cafetiere
caffeine|caffiene
café|caf[eé]
café|cafe
caisson|casion
calculated|calcullated
calculated|caluclated
calculated|caluculated
calculated|calulated
calculate|caluclate
calculate|caluculate
calculate|calulate
calculus|calculs
calendars|calenders
calendar|calandar
calendar|calander
calligraphy|caligraphy
calling|calilng
callipygian|callipigian
camaraderie|cameraderie
camaraderie|camraderie
camaraderie|comradarie
camaraderie|comraderie
came back|cameback
came|was came
camouflage|camoflage
campaigns|campains
campaign|campain
can back up|can backup
can be|can been
can be|is capable of being
can black out|can blackout
can breathe|can breath
can check out|can checkout
can play back|can playback
can set up|can setup
can try out|can tryout
can work out|can workout
can't breathe|can't breath
can't have|can't of
can't|cant
canapés|canap[eé]s
canapés|canapes
canapé|canap[eé]
canapé|canape
candidates|candidtaes
candidate|candadate
candidate|candiate
candidate|candidiate
candidate|candidtae
candidate|canidate
canisters|cannisters
canister|cannister
cannot|cannnot
canoeing|canoing
canonical|cannonical
cantaloupe|cantalope
can|acn
can|are can
can|cna
can|cxan
cap-à-pie|cap-[aà]-pie
cap-à-pie|cap-a-pie
capabilities|capabilites
capability|caperbility
capable|capible
capacities|capacites
capitalize|captialize
capital|captial
captain|captian
captivity|capitivity
captured|captued
captured|capturd
carcass|carcas
card sharp|card shark
careers|carrers
career|carrear
career|carreer
career|carrer
careful|carefull
caring|careing
carnivorous|carniverous
carriage|carraige
carrying|carryng
cartilage|cartilege
cartilage|cartilidge
cartographer|carthographer
cartridge|cartdridge
cartridge|cartrige
case-insensitive|case insensitive
case-sensitive|case sensitive
cashier's check|cashiers check
cashier's cheque|cashiers cheque
cassette|casette
cassette|cassete
cassowary|cassawory
cassowary|cassowarry
casualties|casualites
casualties|casualtes
casualties|casulaties
casualties|causalities
casualty|casulaty
catalogue|catalouge
catches|catchs
categories|catagories
categorise|catagorise
categorize|catagorize
category|catagory
category|categiory
category|catergory
category|cathegory
category|ctaegory
caterpillars|catterpilars
caterpillar|catterpilar
catholicism|catholocism
catholic|cathlic
caucuses|cacuses
caught|catched
cause célèbre|cause c[eé]l[eè]bre
caused|casued
causes|casues
cause|casue
cause|cuase
causing|casuing
cavalry|cavarly
ceiling|cieling
celebrated its|celebrated it's
celebrate|celeberate
celebrate|celibrate
celebrities|celebrites
cellpadding|cellpading
cemeteries|cemetaries
cemetery|cementary
cemetery|cementery
cemetery|cemetarey
cemetery|cemetary
cemetery|cemetry
censure|sensure
census|cencus
centennial|centenial
centennial|cententenial
centrally|centraly
central|centeral
centrifugal|centrifical
centuries|centruies
centuries|centures
centuries|centuties
century|centruy
century|centuty
ceremonial|cerimonial
ceremonies|cerimonies
ceremonious|cerimonious
ceremony|cerimony
ceremony|ceromony
certain extent|certain extend
certainty|certainity
certain|certian
certified|certifed
chairman|chariman
challenged|challanged
challenger|challanger
challenges|challanges
challenge|challange
challenge|challege
challenging|chalenging
chamfered|chamferred
champagne|champange
champing at the bit|chomping at the bit
changeable|changable
changed its|changed it's
changes|chanegs
change|chanage
change|chaneg
change|chnage
change|hcange
changing|changeing
changing|changng
chaparral|chapparal
characterised|caracterised
characterised|charaterised
characteristics|charistics
characteristic|charactersistic
characteristic|characterstic
characterized|caracterized
characterized|charaterized
characters|cahracters
characters|charachters
characters|charactors
character|caharcter
character|carachter
character|charachter
character|charactor
character|charater
character|charcter
character|charecter
character|charector
character|chracter
chargé d'affaires|charg[eé] d'affaires
chargé d'affaires|charge d'affaires
